№ п/п;Код ресурса;Наименование ресурса;Ед.изм.;Кол-во;Сметная стоимоть  в базисном уровне;;;;
;;;;;На ед.    изм.;Общ;ЗП маш;;
29;Прайслист АО «ПГ «Метран»;   - Датчик давления фланцевого исполнения   Метран-150;комп.;41;13913,04;570434,64;;;55
22;Прайслист АО «ПГ «Метран»;   - Датчик давления фланцевого исполнения   Метран-150;1 шт.;18;13913,04;250434,72;;;55
28;Прайслист АО «ПГ «Метран»;   - Датчик давления фланцевого исполнения   Метран-150;комп.;23;13913,04;319999,92;;;55
22;Прайслист АО «ПГ «Метран»;   - Датчик давления фланцевого исполнения   Метран-150;1 шт.;4;13913,04;55652,16;;;55
32;Прайслист АО «ПГ «Метран»;   - Датчик давления фланцевого исполнения   Метран-150;1 шт.;26;13913,04;361739,04;;;55
23;Прайслист АО «ПГ «Метран»;   - Датчик температуры   Метран-271;1 шт.;6;2086,96;12521,76;;;36
30;Прайслист АО «ПГ «Метран»;   - Датчик температуры   Метран-271;комп.;14;2086,96;29217,44;;;36
23;Прайслист АО «ПГ «Метран»;   - Датчик температуры   Метран-271;1 шт.;4;2086,96;8347,84;;;36
29;Прайслист АО «ПГ «Метран»;   - Датчик температуры   Метран-271;комп.;10;2086,96;20869,6;;;36
23;Прайслист АО «ПГ «Метран»;   - Датчик температуры   Метран-271;1 шт.;8;2086,96;16695,68;;;36
33;Прайслист АО «ПГ «Метран»;   - Датчик температуры   Метран-271;1 шт.;2;2086,96;4173,92;;;36
157;Том 11.4.5, 116.4-01-СМ4.5, КАЦ п.12.49;   - Датчик температуры с НСХ Pt100 4-хпроводный,  диапазон измерения от минус 60 до +250 °С, класс допуска В, присоединение к процессу М20х1,5, температура окружающей среды от минус 60 до +85 С°, класс пылевлагозащиты IP54.  ОВЕН ДТСхх4;шт.;16;74,78;1196,48;;;237
158;Том 11.4.5, 116.4-01-СМ4.5, КАЦ п.12.49;   - Датчик температуры с НСХ Pt100 4-хпроводный,  диапазон измерения от минус 60 до +250 °С, класс допуска В, присоединение к процессу М20х1,5, температура окружающей среды от минус 60 до +85 С°, класс пылевлагозащиты IP54. ОВЕН ДТСхх4;шт.;1;74,78;74,78;;;236
159;Том 11.4.5, 116.4-01-СМ4.5, КАЦ п.12.49;"   - Датчик термосопротивления с кабельным выводом, Pt100, с четырехпроводной схемой соединений, присоединение к процессу М20х1,5;
Диапазон измерений температуры: –60…+250 °С
В комплекте поставки:
- гильза защитная. ОВЕН ДТСхх4";шт.;10;74,78;747,8;;;230
218;"Прайс-лист ООО ""НПП ХИМЭЛЕКТРОНИКА""";   - Деионизатор типа Водолей. Мощность: 20 ВА. Питание: 220 В, 50 Гц;шт;1;8260,87;8260,87;;;69
189;"Прайс-лист ЗАО СКБ ""ХРОМАТЭК""";   - Десорбер 5.886.045. Мощность: 250 Вт. Питание: 220 В, 50 Гц. Габаритные размеры 385 х 185 х 225 мм;шт;1;7976,35;7976,35;;;103
165;"Прайс-лист ""Вибротехник""";   - Дробилка молотковая МД 5х5  с пультом управления;шт;1;80573,04;80573,04;;;53
132;"Прайс-лист ООО ""Риттал""";   - Замочные вкладыши, цинковое литье, L 27мм, исп. A, под ключ с дв. бородкой 3мм, 1 шт в упак;шт.;40;25,67;1026,8;;;96
123;"Прайс-лист ООО ""Линдекс Сибирь""";   - ИБП   KEOR S 6000;шт.;4;51925,04;207700,16;;;22
205;"Прайс-лист ООО ""Компьюлан""";"   - ИБП 3000ВА IPPON Мощность: 1000 ВА; питание: 230 В, 50/60 Гц. Габаритные размеры 438 x 86.5 x 608 мм";шт;13;5557,54;72248,02;;;105
206;"Прайс-лист ООО ""Компьюлан""";"   - ИБП 6000ВА IPPON. Мощность: 1000 ВА; питание: 230 В, 50/60 Гц";шт;2;20464,49;40928,98;;;66
75;"Прайс-лист ООО  ""Феникс Контакт Рус""";   - ИБП QUINT с IQ Technology, коммуникационными интерфейсами RJ45 (PROFINET), монтаж на несущую рейку, вход: 24 В DC, выход: 24 В DC / 5 А, зарядный ток: 1,5 А;шт.;20;5794,45;115889;;;161
171;"Прайс-лист ""НПО ""Экопроект""";"   - Иономер АНИОН 4111. Мощность:12-18 ВА; питание: 220 В, 50 Гц. Габаритные размеры 220 х 180 х 75 мм";шт;2;4057,97;8115,94;;;103
76;"Прайс-лист ООО  ""Феникс Контакт Рус""";   - Источник питания QUINT POWER с регулированием в первичной цепи, с регулируемыми выходными характеристиками, технологией SFB (Selective Fuse Breaking) и интерфейсом NFC, вход: 1-фазный, выход: 24 В пост. тока / 5 A;шт.;20;3176,58;63531,6;;;218
111;Прайс-лист ОСК Техно;   - Кабельный ввод 	RITTAL 4317.000;шт;6;519,13;3114,78;;;36
95;Прайс-лист ОСК Техно;   - Кабельный ввод 	RITTAL 4317.000;шт;2;519,13;1038,26;;;36
105;Прайс-лист ОСК Техно;   - Кабельный ввод  RITTAL 4317.000;шт;2;519,13;1038,26;;;36
126;Прайс-лист ОСК Техно;   - Кабельный ввод  RITTAL 4317.000;шт;2;519,13;1038,26;;;36
86;Прайс-лист ОСК Техно;   - Кабельный ввод  RITTAL 4317.000;шт;2;519,13;1038,26;;;36
99;Прайс-лист ОСК Техно;   - Кабельный ввод  RITTAL 4317.000;шт;4;519,13;2076,52;;;36
99;Прайс-лист ОСК Техно;   - Кабельный ввод  RITTAL 4317.000;шт;2;519,13;1038,26;;;36
228;"Прайс-лист ООО ""ТДСЗ""";"   - Каминная вытяжка Maunfeld Tower C50. Мощность: 96 Вт; питание: 220 В, 50 Гц Габаритные размеры 600 х 110 х 970 мм";шт;1;902,9;902,9;;;118
194;"Прайс-лист ООО  ""Экросхим""";"   - Колбонагреватель 1,0л ПЭ-4110М  Мощность: 330 Вт; питание: 220-230 В, 50/60 Гц";шт;1;3369,57;3369,57;;;83
195;"Прайс-лист ООО  ""Экросхим""";"   - Колбонагреватель 1,0л ПЭ-4110М  Мощность: 330 Вт; питание: 220-230 В, 50/60 Гц";шт;6;7608,7;45652,2;;;83
117;"Прайс-лист ООО ""КРАСЭЛКОМ""";   - КОММУНИКАЦИОННЫЙ ПРОЦЕССОР CP 443-1;шт.;2;35169,92;70339,84;;;40
133;"Прайс-лист ООО ""Риттал""";   - Компактный распределительный шкаф AX Базовый шкаф AX, листовая сталь, RAL 7035;шт.;20;2517,21;50344,2;;;83
190;"Прайс-лист ЗАО СКБ ""ХРОМАТЭК""";   - Компрессор 180.200. Мощность: 140 Вт. Питание: 220 В, 50 Гц. Габаритные размеры 560 х 220 х 420 мм;шт;5;7516,17;37580,85;;;103
172;"Прайс-лист ""НПО ""Экопроект""";"   - Кондуктометр АНИОН 4120. Мощность:12-18 ВА; питание: 220 В, 50 Гц";шт;3;5246,38;15739,14;;;70
91;"Прайс лист ""НПО ""Экопроект""";   - Кресло руководителя C 111 PU;шт;1;1202,9;1202,9;;;33
124;"Прайс-лист ООО ""Линдекс Сибирь""";   - Кросс серии NMF настенный укомплектованный, 16 портов SC;шт.;6;1137,74;6826,44;;;61
129;Прайс-лист Юнит - систем безопасности;   - Купольная 4 Мп IP-камера BD4680DRZ;шт;16;4130,43;66086,88;;;39
126;Прайс-лист Юнит - систем безопасности;   - Купольная 4 Мп IP-камера BD4680DRZ;шт;18;4130,43;74347,74;;;39
130;Прайс-лист Юнит - систем безопасности;   - Купольная 4 Мп IP-камера BD4680DRZ;шт;3;4130,43;12391,29;;;39
129;Прайс-лист Юнит - систем безопасности;   - Купольная 4 Мп IP-камера BD4680DRZ;шт;2;4130,43;8260,86;;;39
161;"Прайс-лист ""ULAB""";   - Магнитная мешалка US-1500D;шт;4;5855,07;23420,28;;;31
75;"Прайс лист ""Вязьма"" (116.4-01-СМ4.4  стр. 144)";"   - Машина стиральная Л-60 
Загрузочная масса (белья), кг – 42 – 60; Производительность, кг/ч – 50;
Вид обогрева – электрический;
Вид управления – ручной.";шт;2;74480;148960;;;158
139;Том 11.4.5, 116.4-01-СМ4.5, КАЦ п.12.37;   - Медиамодуль MM992-2CU, 2 RJ-45 6GK5992-2SA00-8AA0;шт;2;3238,12;6476,24;;;54
166;"Прайс-лист ""Вибротехник""";   - Мельница ножевая РМ 250 с пультом управления;шт;1;77769,57;77769,57;;;49
134;"Прайс-лист ООО ""Риттал""";   - Мини-комфортная ручка AX под установку зам. вкладышей и профильного полуцилиндра, 1 шт в упак;шт.;40;388,4;15536;;;98
24;Прайслист АО «ПГ «Метран»;   - Многоканальный источник питания постоянного тока  Метран  -664;1 шт.;5;2608,7;13043,5;;;67
31;Прайслист АО «ПГ «Метран»;   - Многоканальный источник питания постоянного тока  Метран  -664;комп.;25;2608,7;65217,5;;;67
16;Прайслист АО «ПГ «Метран»;   - Многоканальный источник питания постоянного тока  Метран  -664;1 шт.;1;2608,7;2608,7;;;67
19;Прайслист АО «ПГ «Метран»;   - Многоканальный источник питания постоянного тока  Метран  -664;комп.;5;2608,7;13043,5;;;67
24;Прайслист АО «ПГ «Метран»;   - Многоканальный источник питания постоянного тока  Метран  -664;1 шт.;10;2608,7;26087;;;67
30;Прайслист АО «ПГ «Метран»;   - Многоканальный источник питания постоянного тока  Метран  -664;комп.;15;2608,7;39130,5;;;67
24;Прайслист АО «ПГ «Метран»;   - Многоканальный источник питания постоянного тока  Метран  -664;1 шт.;5;2608,7;13043,5;;;67
16;Прайслист АО «ПГ «Метран»;   - Многоканальный источник питания постоянного тока  Метран  -664;комп.;8;2608,7;20869,6;;;67
34;Прайслист АО «ПГ «Метран»;   - Многоканальный источник питания постоянного тока  Метран  -664;1 шт.;10;2608,7;26087;;;67
118;"Прайс-лист ООО ""КРАСЭЛКОМ""";   - МОДУЛЬ РЕЗЕРВИРОВАНИЯ SITOP MODULAR 40A;шт.;5;1497,39;7486,95;;;44
633;"Прайс  АО ""СОВПЛИМ""№ 11698, 116.4-01-СМ 4.2.2 стр 194 п.9";   - Модуль угольных фильтров, MUF-20CF;комплект;5;117391,3;586956,5;;;39
107;КП Люмэкс от 25.11.2020г;   - Монитор ртути РА915АМ-2 для анализа воздуха;1 шт.;1;369565,22;369565,22;;;48
123;"Прайс лист ООО ""Завод лабораторной мебели Эксперт""";   - МРЛ-11.1 Стол передвижной 01-13.111. Исп.1, ЛВД, с ручкой. Габаритные размеры 600(700) х 500 х 750(800) мм;шт;6;2020,09;12120,54;;;111
108;КП Люмэкс от 25.11.2020г;   - Мультиплексор MLT-915, 5 каналов;1 шт.;1;156521,74;156521,74;;;37
150;"Прайс лист ООО ""Компьютерторг""";"   - МФУ лазерный HP LaserJet Pro M203dn. ч/б лазерная печать; потребляемая мощность (при работе) = 480 Вт. Габаритные размеры 407 x 370 x 224 мм";шт;16;2478,26;39652,16;;;145
